@relation control_asistencia_monngo.asistencias-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R5

@attribute nombre {'Jorge Morales','Rafael Ortiz','Claudia Reyes','Mario Salazar','Diego Campos','Luis Silva','Laura Sanchez','Juan Pena','Sofia Herrera','Sara Villalba','Felipe Mendoza','Tomas Gallardo','Hector Gutierrez','Diana Moreno','Gabriel Romero','Elena Vargas','Lucia Medina','Monica Cabrera','Jose Lopez','Paula Fernandez','Carlos Diaz','Ana Torres','Miguel Castro','Daniela Pardo','Camila Navarro','Isabel Fuentes','Pedro Gomez','Andrea Rios','Valeria Soto','Pablo Torres'}
@attribute clase {Matematicas-A,Quimica-C,Historia-B}
@attribute dia_semana {martes,viernes,lunes,miercoles,jueves}
@attribute hora {'10:15 a. m.','11:30 a. m.','10:00 a. m.','02:45 a. m.','10:15 p. m.','09:15 p. m.','07:00 p. m.','08:45 a. m.','06:15 a. m.','06:00 p. m.','01:15 a. m.','02:00 p. m.','06:45 p. m.','04:30 a. m.','04:45 p. m.','11:45 p. m.','09:00 a. m.','11:15 a. m.','08:00 a. m.','06:30 a. m.','02:30 a. m.','11:30 p. m.','05:15 p. m.','04:30 p. m.','01:00 a. m.','05:30 a. m.','02:00 a. m.','04:15 p. m.','10:30 a. m.','01:15 p. m.','09:00 p. m.','02:15 p. m.','10:30 p. m.','03:00 a. m.','12:30 a. m.','10:00 p. m.','11:00 a. m.','09:30 p. m.','03:00 p. m.','01:30 p. m.','03:45 a. m.','07:45 p. m.','05:45 a. m.','03:45 p. m.','05:15 a. m.','03:15 p. m.','08:15 p. m.','10:45 a. m.','12:00 a. m.','07:30 p. m.','07:15 p. m.','09:30 a. m.','04:45 a. m.','09:15 a. m.','07:15 a. m.','03:30 p. m.','05:00 p. m.','01:45 a. m.','08:00 p. m.','03:15 a. m.','07:30 a. m.','12:00 p. m.','04:00 p. m.','07:45 a. m.','09:45 a. m.','12:45 a. m.','04:15 a. m.','12:45 p. m.','08:15 a. m.','12:15 a. m.','08:30 p. m.','04:00 a. m.','11:45 a. m.','05:45 p. m.','01:45 p. m.','02:30 p. m.','06:45 a. m.','08:45 p. m.','08:30 a. m.','10:45 p. m.','05:30 p. m.','06:15 p. m.','12:15 p. m.','02:45 p. m.','05:00 a. m.','01:00 p. m.','11:15 p. m.','11:00 p. m.','01:30 a. m.','06:30 p. m.','03:30 a. m.','06:00 a. m.','07:00 a. m.','02:15 a. m.','09:45 p. m.','12:30 p. m.'}
@attribute mes {febrero,enero,abril,marzo,diciembre,mayo,julio,octubre,septiembre,noviembre,junio,agosto}
@attribute estado {Ausente,Presente,Tarde}

@data
'Miguel Castro',Matematicas-A,martes,'05:15 a. m.',octubre,Presente
'Mario Salazar',Matematicas-A,miercoles,'03:00 p. m.',mayo,Presente
'Gabriel Romero',Historia-B,viernes,'02:30 p. m.',julio,Presente
'Jorge Morales',Matematicas-A,miercoles,'10:00 p. m.',abril,Ausente
'Elena Vargas',Matematicas-A,lunes,'08:15 a. m.',febrero,Tarde
'Elena Vargas',Matematicas-A,jueves,'07:30 a. m.',abril,Presente
'Andrea Rios',Quimica-C,viernes,'07:00 p. m.',enero,Presente
'Carlos Diaz',Matematicas-A,viernes,'02:30 p. m.',septiembre,Presente
'Daniela Pardo',Matematicas-A,viernes,'12:00 a. m.',mayo,Ausente
'Felipe Mendoza',Quimica-C,martes,'01:45 a. m.',mayo,Presente
'Juan Pena',Matematicas-A,martes,'06:30 p. m.',octubre,Presente
'Pedro Gomez',Matematicas-A,viernes,'09:15 a. m.',abril,Ausente
'Camila Navarro',Quimica-C,viernes,'04:45 p. m.',agosto,Presente
'Miguel Castro',Historia-B,lunes,'06:00 p. m.',junio,Presente
'Pedro Gomez',Historia-B,jueves,'01:15 p. m.',octubre,Presente
'Luis Silva',Quimica-C,lunes,'03:45 a. m.',noviembre,Presente
'Hector Gutierrez',Matematicas-A,lunes,'03:30 p. m.',noviembre,Presente
'Paula Fernandez',Historia-B,miercoles,'07:00 a. m.',julio,Presente
'Juan Pena',Historia-B,lunes,'05:30 p. m.',diciembre,Presente
'Isabel Fuentes',Matematicas-A,miercoles,'12:45 a. m.',enero,Ausente
'Valeria Soto',Historia-B,miercoles,'09:45 a. m.',febrero,Ausente
'Elena Vargas',Matematicas-A,miercoles,'03:45 p. m.',octubre,Presente
'Diana Moreno',Matematicas-A,lunes,'08:45 a. m.',octubre,Ausente
'Daniela Pardo',Historia-B,martes,'11:30 p. m.',enero,Ausente
'Paula Fernandez',Historia-B,martes,'01:00 p. m.',julio,Presente
'Paula Fernandez',Quimica-C,jueves,'09:00 p. m.',septiembre,Presente
'Sara Villalba',Matematicas-A,martes,'09:30 a. m.',febrero,Ausente
'Isabel Fuentes',Historia-B,miercoles,'08:00 p. m.',agosto,Presente
'Miguel Castro',Quimica-C,viernes,'06:00 a. m.',marzo,Presente
'Sara Villalba',Quimica-C,jueves,'04:15 p. m.',marzo,Presente
'Lucia Medina',Historia-B,martes,'07:45 a. m.',noviembre,Presente
'Jose Lopez',Historia-B,martes,'05:15 a. m.',julio,Presente
'Luis Silva',Historia-B,martes,'07:45 a. m.',agosto,Presente
'Lucia Medina',Historia-B,martes,'05:00 a. m.',abril,Presente
'Gabriel Romero',Quimica-C,viernes,'07:00 a. m.',octubre,Presente
'Camila Navarro',Matematicas-A,jueves,'02:45 p. m.',abril,Presente
'Gabriel Romero',Matematicas-A,jueves,'12:30 p. m.',diciembre,Ausente
'Diego Campos',Matematicas-A,viernes,'12:15 p. m.',marzo,Ausente
'Elena Vargas',Historia-B,martes,'05:30 p. m.',julio,Presente
'Diego Campos',Quimica-C,miercoles,'09:45 p. m.',junio,Presente
'Valeria Soto',Matematicas-A,lunes,'11:00 a. m.',abril,Ausente
'Jorge Morales',Matematicas-A,lunes,'12:45 a. m.',agosto,Ausente
'Andrea Rios',Historia-B,jueves,'08:30 p. m.',junio,Presente
'Daniela Pardo',Historia-B,martes,'12:15 a. m.',diciembre,Ausente
'Isabel Fuentes',Quimica-C,martes,'02:15 a. m.',mayo,Presente
'Andrea Rios',Historia-B,lunes,'09:00 a. m.',junio,Presente
'Miguel Castro',Historia-B,viernes,'09:15 a. m.',diciembre,Tarde
'Lucia Medina',Matematicas-A,viernes,'05:00 p. m.',marzo,Presente
'Juan Pena',Matematicas-A,lunes,'02:45 p. m.',enero,Presente
'Mario Salazar',Historia-B,jueves,'12:00 a. m.',octubre,Ausente
'Mario Salazar',Quimica-C,martes,'01:15 p. m.',febrero,Presente
'Felipe Mendoza',Matematicas-A,viernes,'08:30 p. m.',agosto,Tarde
'Elena Vargas',Matematicas-A,miercoles,'06:00 a. m.',diciembre,Presente
'Monica Cabrera',Matematicas-A,miercoles,'09:45 p. m.',abril,Ausente
'Lucia Medina',Quimica-C,miercoles,'02:15 a. m.',junio,Presente
'Miguel Castro',Matematicas-A,miercoles,'05:00 a. m.',agosto,Presente
'Diana Moreno',Matematicas-A,viernes,'09:00 a. m.',abril,Ausente
'Diego Campos',Matematicas-A,martes,'05:15 a. m.',mayo,Presente
'Jose Lopez',Matematicas-A,jueves,'05:30 a. m.',mayo,Presente
'Camila Navarro',Quimica-C,miercoles,'09:00 p. m.',diciembre,Presente
'Pablo Torres',Historia-B,martes,'07:30 p. m.',agosto,Presente
'Elena Vargas',Matematicas-A,miercoles,'08:15 p. m.',octubre,Tarde
'Carlos Diaz',Historia-B,jueves,'09:15 a. m.',abril,Tarde
'Ana Torres',Historia-B,martes,'11:30 a. m.',mayo,Ausente
'Hector Gutierrez',Matematicas-A,jueves,'08:00 p. m.',septiembre,Presente
'Diego Campos',Historia-B,jueves,'02:00 p. m.',diciembre,Presente
'Ana Torres',Matematicas-A,miercoles,'01:45 a. m.',agosto,Presente
'Paula Fernandez',Quimica-C,lunes,'04:45 a. m.',agosto,Presente
'Daniela Pardo',Matematicas-A,martes,'08:30 p. m.',septiembre,Tarde
'Carlos Diaz',Quimica-C,viernes,'10:00 a. m.',junio,Presente
'Sofia Herrera',Quimica-C,jueves,'02:15 a. m.',diciembre,Presente
'Carlos Diaz',Quimica-C,martes,'02:15 a. m.',abril,Presente
'Tomas Gallardo',Matematicas-A,jueves,'07:45 p. m.',febrero,Presente
'Diana Moreno',Historia-B,lunes,'11:45 a. m.',octubre,Ausente
'Gabriel Romero',Historia-B,lunes,'12:30 a. m.',noviembre,Ausente
'Diego Campos',Historia-B,viernes,'01:00 p. m.',enero,Presente
'Sofia Herrera',Quimica-C,miercoles,'04:15 a. m.',junio,Presente
'Elena Vargas',Historia-B,viernes,'01:45 p. m.',marzo,Presente
'Claudia Reyes',Historia-B,martes,'02:15 p. m.',agosto,Presente
'Mario Salazar',Matematicas-A,lunes,'07:00 p. m.',agosto,Presente
'Claudia Reyes',Historia-B,martes,'12:00 a. m.',marzo,Ausente
'Luis Silva',Quimica-C,viernes,'02:15 a. m.',junio,Presente
'Pedro Gomez',Historia-B,lunes,'10:00 a. m.',octubre,Ausente
'Jose Lopez',Historia-B,lunes,'12:30 p. m.',enero,Ausente
'Mario Salazar',Historia-B,viernes,'11:15 p. m.',febrero,Ausente
'Sara Villalba',Matematicas-A,martes,'07:45 p. m.',noviembre,Presente
'Diana Moreno',Matematicas-A,lunes,'10:15 a. m.',marzo,Ausente
'Lucia Medina',Matematicas-A,jueves,'06:15 a. m.',diciembre,Presente
'Camila Navarro',Quimica-C,miercoles,'05:00 p. m.',junio,Presente
'Laura Sanchez',Matematicas-A,lunes,'04:30 a. m.',enero,Presente
'Claudia Reyes',Matematicas-A,jueves,'08:00 a. m.',agosto,Presente
'Diego Campos',Quimica-C,miercoles,'08:30 a. m.',julio,Presente
'Sofia Herrera',Matematicas-A,jueves,'02:45 p. m.',noviembre,Presente
'Pablo Torres',Matematicas-A,viernes,'07:30 a. m.',diciembre,Presente
'Rafael Ortiz',Historia-B,viernes,'12:15 a. m.',febrero,Ausente
'Elena Vargas',Historia-B,viernes,'01:30 a. m.',mayo,Presente
'Diego Campos',Matematicas-A,jueves,'09:30 a. m.',abril,Ausente
'Rafael Ortiz',Matematicas-A,lunes,'12:15 a. m.',mayo,Ausente
'Juan Pena',Historia-B,miercoles,'07:30 a. m.',septiembre,Presente
'Rafael Ortiz',Historia-B,miercoles,'08:45 a. m.',julio,Presente
'Monica Cabrera',Matematicas-A,martes,'07:15 p. m.',septiembre,Presente
'Daniela Pardo',Matematicas-A,lunes,'11:15 a. m.',octubre,Ausente
'Gabriel Romero',Historia-B,viernes,'05:30 p. m.',enero,Presente
'Sofia Herrera',Historia-B,lunes,'07:00 a. m.',mayo,Presente
'Diego Campos',Matematicas-A,miercoles,'11:45 a. m.',diciembre,Ausente
'Diana Moreno',Matematicas-A,viernes,'08:45 p. m.',octubre,Ausente
'Monica Cabrera',Quimica-C,miercoles,'09:00 p. m.',diciembre,Presente
'Lucia Medina',Matematicas-A,martes,'05:00 p. m.',diciembre,Presente
'Sofia Herrera',Quimica-C,miercoles,'03:45 p. m.',marzo,Presente
'Carlos Diaz',Matematicas-A,jueves,'06:00 p. m.',febrero,Presente
'Ana Torres',Matematicas-A,miercoles,'01:30 a. m.',marzo,Presente
'Camila Navarro',Matematicas-A,lunes,'10:30 a. m.',septiembre,Ausente
'Monica Cabrera',Historia-B,viernes,'09:00 p. m.',octubre,Presente
'Paula Fernandez',Quimica-C,viernes,'08:15 p. m.',septiembre,Presente
'Pedro Gomez',Matematicas-A,viernes,'08:00 p. m.',abril,Presente
'Miguel Castro',Matematicas-A,miercoles,'05:00 a. m.',mayo,Presente
'Camila Navarro',Quimica-C,jueves,'03:00 a. m.',abril,Presente
'Luis Silva',Matematicas-A,miercoles,'03:15 a. m.',abril,Presente
'Pedro Gomez',Historia-B,viernes,'07:15 a. m.',mayo,Presente
'Andrea Rios',Quimica-C,martes,'11:30 p. m.',marzo,Ausente
'Monica Cabrera',Historia-B,martes,'08:15 a. m.',marzo,Presente
'Diego Campos',Historia-B,viernes,'03:30 a. m.',diciembre,Presente
'Laura Sanchez',Historia-B,martes,'06:30 p. m.',octubre,Presente
'Claudia Reyes',Quimica-C,martes,'07:45 a. m.',febrero,Presente
'Andrea Rios',Matematicas-A,lunes,'07:30 a. m.',abril,Presente
'Tomas Gallardo',Historia-B,jueves,'06:45 a. m.',enero,Presente
'Ana Torres',Quimica-C,jueves,'08:15 p. m.',abril,Presente
'Daniela Pardo',Historia-B,jueves,'12:30 p. m.',noviembre,Ausente
'Jorge Morales',Historia-B,jueves,'06:00 p. m.',julio,Presente
'Laura Sanchez',Quimica-C,martes,'02:00 a. m.',septiembre,Presente
'Felipe Mendoza',Matematicas-A,martes,'05:30 a. m.',marzo,Presente
'Pablo Torres',Matematicas-A,jueves,'10:45 p. m.',octubre,Ausente
'Pedro Gomez',Quimica-C,martes,'05:00 a. m.',mayo,Presente
'Miguel Castro',Historia-B,martes,'02:45 p. m.',septiembre,Presente
'Elena Vargas',Matematicas-A,martes,'02:30 p. m.',agosto,Presente
'Pablo Torres',Matematicas-A,miercoles,'02:45 p. m.',noviembre,Presente
'Mario Salazar',Historia-B,viernes,'10:00 p. m.',marzo,Ausente
'Juan Pena',Historia-B,martes,'05:45 a. m.',diciembre,Presente
'Rafael Ortiz',Quimica-C,miercoles,'10:30 a. m.',mayo,Presente
'Diana Moreno',Historia-B,jueves,'03:15 p. m.',abril,Presente
'Juan Pena',Quimica-C,lunes,'02:00 a. m.',julio,Presente
'Claudia Reyes',Matematicas-A,jueves,'04:15 p. m.',junio,Presente
'Andrea Rios',Historia-B,miercoles,'08:00 p. m.',abril,Presente
'Rafael Ortiz',Quimica-C,jueves,'04:45 a. m.',marzo,Presente
'Miguel Castro',Quimica-C,jueves,'05:00 a. m.',noviembre,Presente
'Pedro Gomez',Historia-B,martes,'09:15 a. m.',julio,Tarde
'Elena Vargas',Quimica-C,lunes,'01:30 a. m.',mayo,Presente
'Daniela Pardo',Matematicas-A,jueves,'02:00 p. m.',diciembre,Presente
'Miguel Castro',Historia-B,miercoles,'10:30 p. m.',octubre,Ausente
'Laura Sanchez',Historia-B,miercoles,'07:45 a. m.',enero,Presente
'Laura Sanchez',Historia-B,viernes,'01:15 a. m.',febrero,Presente
'Camila Navarro',Quimica-C,viernes,'05:15 a. m.',abril,Presente
'Jose Lopez',Historia-B,martes,'04:15 p. m.',marzo,Presente
'Juan Pena',Quimica-C,miercoles,'10:00 a. m.',marzo,Presente
'Luis Silva',Matematicas-A,jueves,'10:00 a. m.',enero,Ausente
'Ana Torres',Quimica-C,lunes,'12:45 p. m.',diciembre,Ausente
'Felipe Mendoza',Historia-B,lunes,'02:30 p. m.',agosto,Presente
'Mario Salazar',Quimica-C,viernes,'10:00 a. m.',julio,Presente
'Miguel Castro',Matematicas-A,jueves,'07:00 a. m.',septiembre,Presente
'Laura Sanchez',Quimica-C,martes,'01:15 a. m.',mayo,Presente
'Monica Cabrera',Quimica-C,viernes,'05:00 p. m.',agosto,Presente
'Miguel Castro',Quimica-C,miercoles,'11:45 a. m.',abril,Ausente
'Pedro Gomez',Historia-B,martes,'02:45 p. m.',julio,Presente
'Jose Lopez',Quimica-C,lunes,'11:45 a. m.',octubre,Ausente
'Valeria Soto',Matematicas-A,miercoles,'12:45 a. m.',noviembre,Ausente
'Diego Campos',Historia-B,martes,'06:00 a. m.',agosto,Presente
'Camila Navarro',Historia-B,viernes,'02:45 p. m.',junio,Presente
'Sofia Herrera',Historia-B,martes,'01:15 a. m.',enero,Presente
'Carlos Diaz',Matematicas-A,lunes,'10:30 p. m.',febrero,Ausente
'Tomas Gallardo',Historia-B,martes,'05:00 p. m.',enero,Presente
'Miguel Castro',Matematicas-A,jueves,'09:00 p. m.',noviembre,Ausente
'Sofia Herrera',Matematicas-A,lunes,'04:00 a. m.',marzo,Presente
'Ana Torres',Matematicas-A,jueves,'08:15 p. m.',febrero,Tarde
'Ana Torres',Quimica-C,martes,'10:00 a. m.',mayo,Presente
'Mario Salazar',Historia-B,jueves,'12:15 a. m.',septiembre,Ausente
'Camila Navarro',Historia-B,miercoles,'10:00 a. m.',enero,Ausente
'Lucia Medina',Historia-B,lunes,'05:45 a. m.',junio,Presente
'Diana Moreno',Quimica-C,jueves,'02:15 p. m.',julio,Presente
'Sofia Herrera',Matematicas-A,viernes,'01:30 a. m.',octubre,Presente
'Elena Vargas',Historia-B,lunes,'05:30 p. m.',febrero,Presente
'Hector Gutierrez',Matematicas-A,miercoles,'08:15 p. m.',julio,Tarde
'Rafael Ortiz',Matematicas-A,miercoles,'01:15 a. m.',abril,Presente
'Monica Cabrera',Matematicas-A,lunes,'06:30 p. m.',septiembre,Presente
'Monica Cabrera',Matematicas-A,martes,'04:45 a. m.',febrero,Presente
'Andrea Rios',Quimica-C,lunes,'10:00 a. m.',septiembre,Presente
'Pedro Gomez',Historia-B,martes,'04:30 a. m.',julio,Presente
'Andrea Rios',Matematicas-A,viernes,'04:00 p. m.',julio,Presente
'Jorge Morales',Quimica-C,viernes,'05:00 a. m.',agosto,Presente
'Miguel Castro',Quimica-C,martes,'05:30 a. m.',diciembre,Presente
'Sofia Herrera',Quimica-C,martes,'10:30 p. m.',octubre,Presente
'Lucia Medina',Matematicas-A,viernes,'08:00 p. m.',diciembre,Presente
'Rafael Ortiz',Historia-B,lunes,'02:45 a. m.',mayo,Presente
'Juan Pena',Matematicas-A,miercoles,'11:00 p. m.',mayo,Ausente
'Tomas Gallardo',Matematicas-A,viernes,'02:30 p. m.',enero,Presente
'Luis Silva',Quimica-C,viernes,'12:45 p. m.',noviembre,Ausente
'Diana Moreno',Historia-B,lunes,'03:30 a. m.',noviembre,Presente
'Jorge Morales',Quimica-C,martes,'08:30 p. m.',agosto,Presente
'Hector Gutierrez',Matematicas-A,miercoles,'11:45 a. m.',octubre,Ausente
'Camila Navarro',Quimica-C,jueves,'01:30 a. m.',febrero,Presente
'Isabel Fuentes',Historia-B,jueves,'03:00 a. m.',enero,Presente
'Luis Silva',Matematicas-A,viernes,'01:15 a. m.',febrero,Presente
'Mario Salazar',Matematicas-A,jueves,'03:45 p. m.',junio,Presente
'Pedro Gomez',Historia-B,viernes,'05:00 a. m.',junio,Presente
'Hector Gutierrez',Matematicas-A,viernes,'06:00 a. m.',junio,Presente
'Diana Moreno',Matematicas-A,jueves,'02:30 p. m.',mayo,Presente
'Luis Silva',Quimica-C,martes,'05:45 p. m.',noviembre,Presente
'Pablo Torres',Matematicas-A,jueves,'03:30 a. m.',julio,Presente
'Ana Torres',Matematicas-A,lunes,'07:15 p. m.',junio,Presente
'Paula Fernandez',Matematicas-A,martes,'11:15 p. m.',enero,Ausente
'Claudia Reyes',Historia-B,viernes,'06:00 p. m.',diciembre,Presente
'Luis Silva',Matematicas-A,viernes,'10:45 p. m.',mayo,Ausente
'Lucia Medina',Quimica-C,miercoles,'03:45 a. m.',octubre,Presente
'Rafael Ortiz',Matematicas-A,viernes,'08:15 p. m.',enero,Tarde
'Pedro Gomez',Historia-B,miercoles,'12:30 p. m.',marzo,Ausente
'Rafael Ortiz',Historia-B,jueves,'08:00 p. m.',octubre,Presente
'Tomas Gallardo',Matematicas-A,martes,'02:45 p. m.',enero,Presente
'Diego Campos',Historia-B,jueves,'04:30 a. m.',mayo,Presente
'Daniela Pardo',Matematicas-A,viernes,'03:45 p. m.',marzo,Presente
'Miguel Castro',Quimica-C,viernes,'11:00 p. m.',octubre,Tarde
'Andrea Rios',Quimica-C,martes,'08:45 p. m.',junio,Presente
'Hector Gutierrez',Historia-B,jueves,'06:30 a. m.',agosto,Presente
'Sofia Herrera',Quimica-C,miercoles,'03:45 a. m.',enero,Presente
'Gabriel Romero',Matematicas-A,miercoles,'04:45 a. m.',julio,Presente
'Sofia Herrera',Matematicas-A,jueves,'07:15 p. m.',abril,Presente
'Daniela Pardo',Historia-B,martes,'08:45 p. m.',marzo,Presente
'Daniela Pardo',Matematicas-A,viernes,'11:00 p. m.',mayo,Ausente
'Daniela Pardo',Historia-B,jueves,'04:30 p. m.',marzo,Presente
'Rafael Ortiz',Historia-B,viernes,'07:45 a. m.',octubre,Presente
'Elena Vargas',Quimica-C,viernes,'12:30 a. m.',junio,Ausente
'Laura Sanchez',Matematicas-A,jueves,'07:45 p. m.',agosto,Presente
'Jose Lopez',Matematicas-A,lunes,'11:30 a. m.',febrero,Ausente
'Felipe Mendoza',Matematicas-A,jueves,'01:15 a. m.',junio,Presente
'Sara Villalba',Historia-B,lunes,'12:30 a. m.',octubre,Ausente
'Gabriel Romero',Quimica-C,viernes,'12:45 p. m.',septiembre,Ausente
'Sofia Herrera',Quimica-C,miercoles,'11:45 a. m.',abril,Ausente
'Jose Lopez',Matematicas-A,miercoles,'12:45 p. m.',septiembre,Ausente
'Andrea Rios',Quimica-C,martes,'03:30 a. m.',diciembre,Presente
'Pablo Torres',Historia-B,martes,'06:45 a. m.',enero,Presente
'Pablo Torres',Historia-B,miercoles,'04:30 a. m.',junio,Presente
'Rafael Ortiz',Quimica-C,martes,'11:30 p. m.',abril,Ausente
'Diana Moreno',Quimica-C,miercoles,'06:15 a. m.',abril,Presente
'Lucia Medina',Matematicas-A,miercoles,'06:15 a. m.',noviembre,Presente
'Jose Lopez',Matematicas-A,martes,'03:15 a. m.',febrero,Presente
'Pablo Torres',Quimica-C,martes,'05:45 p. m.',marzo,Presente
'Valeria Soto',Historia-B,martes,'07:00 p. m.',junio,Presente
'Camila Navarro',Quimica-C,viernes,'01:45 p. m.',febrero,Presente
'Carlos Diaz',Quimica-C,miercoles,'07:00 p. m.',abril,Presente
'Sofia Herrera',Historia-B,miercoles,'08:15 a. m.',octubre,Presente
'Camila Navarro',Matematicas-A,miercoles,'03:15 a. m.',junio,Presente
'Elena Vargas',Matematicas-A,jueves,'05:15 p. m.',julio,Presente
'Claudia Reyes',Historia-B,lunes,'04:45 p. m.',abril,Presente
'Felipe Mendoza',Matematicas-A,lunes,'12:00 a. m.',abril,Ausente
'Carlos Diaz',Historia-B,jueves,'01:15 a. m.',febrero,Presente
'Pedro Gomez',Matematicas-A,martes,'05:00 a. m.',marzo,Presente
'Luis Silva',Quimica-C,miercoles,'04:15 p. m.',enero,Presente
'Andrea Rios',Matematicas-A,jueves,'10:00 a. m.',junio,Ausente
'Pedro Gomez',Quimica-C,viernes,'06:45 a. m.',mayo,Presente
'Pedro Gomez',Matematicas-A,jueves,'11:00 a. m.',mayo,Ausente
'Claudia Reyes',Matematicas-A,martes,'11:45 a. m.',enero,Ausente
'Jorge Morales',Quimica-C,miercoles,'03:45 a. m.',diciembre,Presente
'Mario Salazar',Historia-B,lunes,'08:30 a. m.',marzo,Presente
'Diana Moreno',Quimica-C,miercoles,'12:15 a. m.',abril,Ausente
'Sofia Herrera',Quimica-C,miercoles,'02:30 p. m.',mayo,Presente
'Luis Silva',Historia-B,lunes,'09:15 p. m.',enero,Tarde
'Diana Moreno',Quimica-C,viernes,'02:30 p. m.',febrero,Presente
'Miguel Castro',Matematicas-A,viernes,'04:45 a. m.',octubre,Presente
'Daniela Pardo',Matematicas-A,viernes,'02:15 p. m.',diciembre,Presente
'Diego Campos',Historia-B,jueves,'01:30 p. m.',diciembre,Presente
'Gabriel Romero',Historia-B,viernes,'01:00 p. m.',abril,Presente
'Carlos Diaz',Quimica-C,jueves,'05:45 a. m.',septiembre,Presente
'Diego Campos',Quimica-C,miercoles,'03:30 a. m.',enero,Presente
'Claudia Reyes',Matematicas-A,lunes,'03:30 p. m.',noviembre,Presente
'Diana Moreno',Matematicas-A,miercoles,'12:30 a. m.',octubre,Ausente
'Laura Sanchez',Quimica-C,viernes,'04:15 a. m.',agosto,Presente
'Mario Salazar',Historia-B,martes,'03:15 p. m.',marzo,Presente
'Rafael Ortiz',Matematicas-A,martes,'05:15 a. m.',julio,Presente
'Tomas Gallardo',Historia-B,jueves,'03:30 p. m.',septiembre,Presente
'Camila Navarro',Historia-B,jueves,'02:15 p. m.',agosto,Presente
'Luis Silva',Quimica-C,lunes,'10:15 p. m.',agosto,Presente
'Mario Salazar',Historia-B,miercoles,'09:45 p. m.',julio,Ausente
'Paula Fernandez',Historia-B,miercoles,'09:45 a. m.',mayo,Ausente
'Ana Torres',Historia-B,miercoles,'06:45 p. m.',diciembre,Presente
'Luis Silva',Historia-B,martes,'11:00 p. m.',noviembre,Ausente
'Carlos Diaz',Matematicas-A,miercoles,'09:15 p. m.',junio,Ausente
'Lucia Medina',Quimica-C,viernes,'02:00 p. m.',noviembre,Presente
'Daniela Pardo',Quimica-C,martes,'02:45 a. m.',noviembre,Presente
'Luis Silva',Quimica-C,miercoles,'01:45 a. m.',mayo,Presente
'Paula Fernandez',Historia-B,miercoles,'10:30 p. m.',abril,Ausente
'Valeria Soto',Matematicas-A,jueves,'07:00 a. m.',marzo,Presente
'Pablo Torres',Historia-B,viernes,'06:15 p. m.',abril,Presente
'Rafael Ortiz',Historia-B,miercoles,'06:00 p. m.',octubre,Presente
'Juan Pena',Historia-B,jueves,'03:30 a. m.',febrero,Presente
'Daniela Pardo',Quimica-C,jueves,'02:00 p. m.',febrero,Presente
'Mario Salazar',Matematicas-A,lunes,'03:15 a. m.',septiembre,Presente
'Diego Campos',Matematicas-A,lunes,'10:15 a. m.',octubre,Ausente
'Pablo Torres',Historia-B,viernes,'12:30 a. m.',julio,Ausente
'Felipe Mendoza',Quimica-C,jueves,'08:00 p. m.',junio,Presente
'Ana Torres',Historia-B,jueves,'06:30 p. m.',octubre,Presente
'Paula Fernandez',Matematicas-A,jueves,'12:00 p. m.',diciembre,Ausente
'Laura Sanchez',Historia-B,miercoles,'06:15 p. m.',junio,Presente
'Andrea Rios',Quimica-C,viernes,'06:00 a. m.',febrero,Presente
'Juan Pena',Matematicas-A,jueves,'08:15 a. m.',enero,Tarde
'Lucia Medina',Quimica-C,miercoles,'11:45 a. m.',septiembre,Ausente
'Rafael Ortiz',Matematicas-A,jueves,'10:30 p. m.',abril,Ausente
'Pablo Torres',Historia-B,viernes,'01:30 p. m.',octubre,Presente
'Valeria Soto',Matematicas-A,viernes,'09:45 p. m.',enero,Ausente
'Carlos Diaz',Matematicas-A,viernes,'04:15 p. m.',marzo,Presente
'Sara Villalba',Historia-B,viernes,'10:30 a. m.',noviembre,Ausente
'Elena Vargas',Matematicas-A,viernes,'10:15 a. m.',noviembre,Ausente
'Ana Torres',Quimica-C,miercoles,'06:15 a. m.',octubre,Presente
'Daniela Pardo',Quimica-C,lunes,'11:00 p. m.',marzo,Tarde
'Paula Fernandez',Matematicas-A,martes,'10:45 p. m.',agosto,Ausente
'Sofia Herrera',Quimica-C,miercoles,'02:45 p. m.',julio,Presente
'Claudia Reyes',Matematicas-A,jueves,'01:15 p. m.',febrero,Presente
'Sofia Herrera',Quimica-C,martes,'02:45 p. m.',enero,Presente
'Jorge Morales',Matematicas-A,viernes,'03:15 a. m.',febrero,Presente
'Isabel Fuentes',Historia-B,miercoles,'01:00 p. m.',enero,Presente
'Mario Salazar',Matematicas-A,lunes,'01:00 a. m.',enero,Presente
'Ana Torres',Historia-B,jueves,'03:00 p. m.',junio,Presente
'Jose Lopez',Historia-B,jueves,'07:15 a. m.',octubre,Presente
'Diego Campos',Quimica-C,miercoles,'05:00 a. m.',abril,Presente
'Andrea Rios',Quimica-C,martes,'09:30 p. m.',mayo,Presente
'Jose Lopez',Matematicas-A,lunes,'09:00 p. m.',febrero,Ausente
'Claudia Reyes',Matematicas-A,miercoles,'09:45 a. m.',septiembre,Ausente
'Camila Navarro',Historia-B,miercoles,'05:30 a. m.',agosto,Presente
'Claudia Reyes',Historia-B,martes,'08:30 a. m.',diciembre,Presente
'Jorge Morales',Matematicas-A,jueves,'04:00 a. m.',abril,Presente
